EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,SexoPaciente,PrioridadTriage,CostoAtencionCLP,FechaAtencion,NumTotalOriginal,FlagTotalCorregido,Macrozona,TrimestreAprox,CostoUnitarioCLP,NumMenor1Anio_z,Num1a4Anios_z,Num5a14Anios_z,Num15a64Anios_z,Num65oMas_z,Mes
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,1,5,Insuficiencia respiratoria aguda,151,5,10,11,60,65,2023/01/02,M,C2,74816.0,2023-01-02,151,False,Centro,T1,495.4701986754967,-0.30338737507045477,-0.21897224018918757,-0.3377219973615524,0.005297539836555965,0.7275370270677273,2023-01
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,1,6,COVID-19 sospecha/confirmada,149,9,20,31,62,27,02.01.23,F,C2,69891.0,2023-01-02,149,False,Centro,T1,469.06711409395973,-0.19841522058686387,-0.009453929309207194,0.06444502092120888,0.03516563442133226,-0.06095737832870691,2023-01
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,1,1,Influenza y neumonia,155,10,10,25,71,39,02-01-2023,F,C4,101004.0,2023-01-02,155,False,NoClasificada,T1,651.6387096774193,-0.17217218196596615,-0.21897224018918757,-0.05620508456361951,0.16957206005282557,0.18804085495437756,2023-01
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,1,2,Infeccion respiratoria aguda alta,103,11,12,20,44,16,02-01-2023,M,C2,93719.0,2023-01-02,103,False,NoClasificada,T1,909.8932038834952,-0.14592914334506843,-0.1770685780131915,-0.15674683913430984,-0.2336472168416544,-0.289205758838201,2023-01
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,1,3,Bronquitis/Bronquiolitis aguda,69,26,18,11,10,4,02-01-2023,F,C4,119346.0,2023-01-02,69,False,NoClasificada,T1,1729.6521739130435,0.24771643596839743,-0.05135759148520327,-0.3377219973615524,-0.7414048247828514,-0.5382039921212854,2023-01
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,1,4,Crisis asmática,58,2,6,21,25,4,02-01-2023,F,C5,73889.0,2023-01-02,58,False,NoClasificada,T1,1273.948275862069,-0.3821164909331479,-0.3027795645411797,-0.13663848822017177,-0.5173941153970292,-0.5382039921212854,2023-01
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,1,5,Insuficiencia respiratoria aguda,132,3,6,1,55,67,2023/01/02,F,C5,93787.0,2023-01-02,132,False,NoClasificada,T1,710.5075757575758,-0.3558734523122502,-0.3027795645411797,-0.538805506502933,-0.06937269662538477,0.769036732614908,2023-01
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,1,6,COVID-19 sospecha/confirmada,113,6,10,22,51,24,02-01-2023,M,C3,94668.0,2023-01-02,113,False,NoClasificada,T1,837.7699115044247,-0.27714433644955705,-0.21897224018918757,-0.1165301373060337,-0.12910888579493737,-0.12320693664947802,2023-01
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,1,1,Influenza y neumonia,185,14,13,24,86,48,2023/01/02,F,C3,55609.0,2023-01-02,185,False,NoClasificada,T1,300.5891891891892,-0.06720002748237526,-0.15611674692519345,-0.07631343547775757,0.3935827694386478,0.3747895299166909,2023-01
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,1,2,Infeccion respiratoria aguda alta,153,9,16,27,76,25,02-01-2023,M,C1,67762.0,2023-01-02,153,False,NoClasificada,T1,442.8888888888889,-0.19841522058686387,-0.09326125366119935,-0.015988382735343375,0.2442422965147663,-0.10245708387588764,2023-01
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,1,3,Bronquitis/Bronquiolitis aguda,105,30,24,23,23,5,2023/01/02,F,C3,135751.0,2023-01-02,105,False,NoClasificada,T1,1292.8666666666666,0.3526885904519883,0.07435339504278496,-0.09642178639189564,-0.5472622099818055,-0.5174541393476951,2023-01
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,1,4,Crisis asmática,130,7,16,31,64,12,2023/01/02,M,C2,97240.0,2023-01-02,130,False,NoClasificada,T1,748.0,-0.25090129782865933,-0.09326125366119935,0.06444502092120888,0.06503372900610856,-0.3722051699325625,2023-01
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,1,5,Insuficiencia respiratoria aguda,110,2,3,9,47,49,02-01-2023,F,C5,167589.04,2023-01-02,110,False,NoClasificada,T1,1523.5367272727274,-0.3821164909331479,-0.36563505780517386,-0.37793869918982853,-0.18884507496448996,0.39553938269028127,2023-01
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,1,6,COVID-19 sospecha/confirmada,107,12,11,21,44,19,2023/01/02,M,C3,156947.0,2023-01-02,107,False,NoClasificada,T1,1466.7943925233644,-0.11968610472417071,-0.19802040910118954,-0.13663848822017177,-0.2336472168416544,-0.22695620051742987,2023-01
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,1,1,Influenza y neumonia,61,8,8,6,23,16,2023/01/02,M,C4,89644.0,2023-01-02,61,False,Sur,T1,1469.5737704918033,-0.2246582592077616,-0.26087590236518365,-0.43826375193224276,-0.5472622099818055,-0.289205758838201,2023-01
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,1,2,Infeccion respiratoria aguda alta,152,18,17,26,57,34,02.01.23,M,C3,131634.0,2023-01-02,152,False,Sur,T1,866.0131578947369,0.037772127001215634,-0.0723094225732013,-0.03609673364948144,-0.039504602040608475,0.0842915910864257,2023-01
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,1,3,Bronquitis/Bronquiolitis aguda,105,31,31,21,18,4,02-01-2023,F,C3,109035.0,2023-01-02,105,False,Sur,T1,1038.4285714285713,0.378931629072886,0.22101621265877122,-0.13663848822017177,-0.6219324464437462,-0.5382039921212854,2023-01
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,1,4,Crisis asmática,189,5,19,44,108,13,02-01-2023,M,C3,105034.0,2023-01-02,189,False,Sur,T1,555.7354497354497,-0.30338737507045477,-0.03040576039720523,0.3258535828050037,0.7221318098711871,-0.3514553171589721,2023-01
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,1,5,Insuficiencia respiratoria aguda,165,5,14,8,53,85,02.01.23,F,C4,67642.0,2023-01-02,165,False,Sur,T1,409.95151515151514,-0.30338737507045477,-0.13516491583719542,-0.3980470501039666,-0.09924079121016106,1.1425340825395347,2023-01
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,1,6,COVID-19 sospecha/confirmada,108,9,14,25,44,16,02-01-2023,F,C3,89460.0,2023-01-02,108,False,Sur,T1,828.3333333333334,-0.19841522058686387,-0.13516491583719542,-0.05620508456361951,-0.2336472168416544,-0.289205758838201,2023-01
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,2,1,Influenza y neumonia,106,9,8,16,38,35,2023/01/09,M,C4,104401.0,2023-01-09,106,False,Norte,T1,984.9150943396227,-0.19841522058686387,-0.26087590236518365,-0.23718024279086208,-0.3232515005959833,0.10504144386001607,2023-01
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,2,2,Infeccion respiratoria aguda alta,131,13,16,29,55,18,09-01-2023,M,C3,104505.0,2023-01-09,131,False,Norte,T1,797.7480916030535,-0.09344306610327298,-0.09326125366119935,0.024228319092932753,-0.06937269662538477,-0.24770605329102025,2023-01
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,2,3,Bronquitis/Bronquiolitis aguda,100,27,26,19,21,7,09.01.23,F,C4,138633.0,2023-01-09,100,False,Norte,T1,1386.33,0.27395947458929515,0.11625705721878103,-0.17685519004844788,-0.5771303045665818,-0.47595443380051433,2023-01
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,2,4,Crisis asmática,67,9,7,15,27,9,2023/01/09,F,C3,137431.0,2023-01-09,67,False,Norte,T1,2051.208955223881,-0.19841522058686387,-0.2818277334531817,-0.2572885937050002,-0.4875260208122529,-0.4344547282533336,2023-01
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,2,5,Insuficiencia respiratoria aguda,201,11,11,11,69,99,09-01-2023,F,C3,98015.0,2023-01-09,201,False,Norte,T1,487.636815920398,-0.14592914334506843,-0.19802040910118954,-0.3377219973615524,0.13970396546804928,1.4330320213698,2023-01
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,2,6,COVID-19 sospecha/confirmada,151,8,19,39,63,22,09-01-2023,F,C2,71585.0,2023-01-09,151,False,Norte,T1,474.07284768211923,-0.2246582592077616,-0.03040576039720523,0.2253118282343134,0.05009968171372041,-0.16470664219665876,2023-01
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,2,1,Influenza y neumonia,92,6,7,12,44,23,09-01-2023,M,C3,119123.0,2023-01-09,92,False,Centro,T1,1294.8152173913043,-0.27714433644955705,-0.2818277334531817,-0.31761364644741436,-0.2336472168416544,-0.1439567894230684,2023-01
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,2,2,Infeccion respiratoria aguda alta,164,13,22,37,66,26,2023/01/09,F,C5,91896.0,2023-01-09,164,False,Centro,T1,560.3414634146342,-0.09344306610327298,0.03244973286678888,0.18509512640603726,0.09490182359088485,-0.08170723110229727,2023-01
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,2,3,Bronquitis/Bronquiolitis aguda,205,63,50,35,51,6,09-01-2023,F,C3,80299.0,2023-01-09,205,False,Centro,T1,391.70243902439023,1.2187088649416131,0.6191010033307339,0.14487842457776115,-0.12910888579493737,-0.4967042865741047,2023-01
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,2,4,Crisis asmática,175,7,20,46,90,12,2023/01/09,M,C2,117749.0,2023-01-09,175,False,Centro,T1,672.8514285714285,-0.25090129782865933,-0.009453929309207194,0.36607028463327984,0.4533189586082004,-0.3722051699325625,2023-01
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,2,5,Insuficiencia respiratoria aguda,118,1,4,9,42,62,09-01-2023,M,C3,103419.0,2023-01-09,118,False,Centro,T1,876.4322033898305,-0.40835952955404564,-0.3446832267171758,-0.37793869918982853,-0.2635153114264307,0.6652874687469562,2023-01
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,2,6,COVID-19 sospecha/confirmada,146,8,19,23,79,17,09.01.23,F,C2,96284.0,2023-01-09,146,False,Centro,T1,659.4794520547945,-0.2246582592077616,-0.03040576039720523,-0.09642178639189564,0.2890444383919308,-0.2684559060646106,2023-01
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,2,1,Influenza y neumonia,193,11,15,38,79,50,2023/01/09,F,C3,91442.0,2023-01-09,193,False,NoClasificada,T1,473.79274611398966,-0.14592914334506843,-0.11421308474919738,0.20520347732017533,0.2890444383919308,0.41628923546387164,2023-01
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,2,2,Infeccion respiratoria aguda alta,148,8,17,31,62,30,09-01-2023,F,C3,167589.04,2023-01-09,148,False,NoClasificada,T1,1132.3583783783783,-0.2246582592077616,-0.0723094225732013,0.06444502092120888,0.03516563442133226,0.0012921799920642106,2023-01
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,2,3,Bronquitis/Bronquiolitis aguda,83,18,29,14,19,3,09.01.23,F,C4,107520.0,2023-01-09,83,False,NoClasificada,T1,1295.421686746988,0.037772127001215634,0.17911255048277513,-0.2773969446191382,-0.6069983991513581,-0.5589538448948759,2023-01
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,2,4,Crisis asmática,147,9,19,38,64,17,09-01-2023,M,C4,133192.0,2023-01-09,147,False,NoClasificada,T1,906.0680272108843,-0.19841522058686387,-0.03040576039720523,0.20520347732017533,0.06503372900610856,-0.2684559060646106,2023-01
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,2,5,Insuficiencia respiratoria aguda,92,2,3,8,32,47,09-01-2023,M,C3,115220.0,2023-01-09,92,False,NoClasificada,T1,1252.391304347826,-0.3821164909331479,-0.36563505780517386,-0.3980470501039666,-0.41285578435031217,0.35403967714310053,2023-01
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,2,6,COVID-19 sospecha/confirmada,1344,6,15,1245,62,16,09-01-2023,ND,C4,122087.0,2023-01-09,138,True,NoClasificada,T1,90.83854166666667,-0.27714433644955705,-0.11421308474919738,24.47598303068482,0.03516563442133226,-0.289205758838201,2023-01
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,2,1,Influenza y neumonia,132,10,12,20,56,34,09.01.23,M,C3,116640.0,2023-01-09,132,False,NoClasificada,T1,883.6363636363636,-0.17217218196596615,-0.1770685780131915,-0.15674683913430984,-0.05443864933299662,0.0842915910864257,2023-01
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,2,2,Infeccion respiratoria aguda alta,129,12,16,21,66,14,2023/01/09,M,C3,124416.0,2023-01-09,129,False,NoClasificada,T1,964.4651162790698,-0.11968610472417071,-0.09326125366119935,-0.13663848822017177,0.09490182359088485,-0.33070546438538173,2023-01
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,2,3,Bronquitis/Bronquiolitis aguda,44,18,10,6,8,2,09-01-2023,M,C3,92139.0,2023-01-09,44,False,NoClasificada,T1,2094.068181818182,0.037772127001215634,-0.21897224018918757,-0.43826375193224276,-0.7712729193676277,-0.5797036976684662,2023-01
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,2,4,Crisis asmática,132,7,19,40,55,11,09-01-2023,F,C2,145880.0,2023-01-09,132,False,NoClasificada,T1,1105.1515151515152,-0.25090129782865933,-0.03040576039720523,0.24542017914845146,-0.06937269662538477,-0.39295502270615285,2023-01
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,2,5,Insuficiencia respiratoria aguda,79,2,4,4,26,43,09.01.23,F,C5,82692.0,2023-01-09,79,False,NoClasificada,T1,1046.73417721519,-0.3821164909331479,-0.3446832267171758,-0.47848045376051884,-0.5024600681046411,0.27104026604873904,2023-01
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,2,6,COVID-19 sospecha/confirmada,192,9,26,43,83,31,09-01-2023,M,C4,128335.0,2023-01-09,192,False,NoClasificada,T1,668.4114583333334,-0.19841522058686387,0.11625705721878103,0.30574523189086567,0.34878062756148337,0.02204203276565458,2023-01
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,2,1,Influenza y neumonia,185,18,16,33,86,32,2023/01/09,M,C3,109776.0,2023-01-09,185,False,Sur,T1,593.3837837837838,0.037772127001215634,-0.09326125366119935,0.10466172274948501,0.3935827694386478,0.042791885539244956,2023-01
